,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Atlético-MG,1.8677032865824843,0.8938585380074214,1.4375258244894933,0.9199732476666304,1.6526145555359888,0.9069158928370259,0.9738447485750629,0.5175525768228629,0.7456986626989629
1,Palmeiras,1.6885770714993205,0.9114771706951726,1.8276410864788708,1.252502934506001,1.7581090789890956,1.0819900526005868,0.7770999008041478,0.5751381519728698,0.6761190263885088
2,Flamengo,1.8960354417364491,0.8684246734636647,1.1399507897783296,1.1434694442423374,1.5179931157573894,1.005947058853001,1.0276107682727844,-0.0035186544640077866,0.5120460569043883
3,Fortaleza,1.6708120538325149,0.8980182588914575,1.091526637016962,1.1583201480976246,1.3811693454247385,1.028169203494541,0.7727937949410574,-0.06679351108066256,0.35300014193019735
4,São Paulo,1.4346981701685042,0.7795985079834173,1.3085554329766262,1.5740144146262056,1.3716268015725652,1.1768064613048115,0.6550996621850869,-0.2654589816495794,0.19482034026775374
5,Atlético-GO,1.6154710824179908,1.0682922491430098,1.2472288844049553,1.4167451030431046,1.4313499834114731,1.242518676093057,0.547178833274981,-0.16951621863814936,0.18883130731841602
6,Coritiba,1.45248749798348,0.8853752981535346,1.170919834960974,1.556741048551172,1.311703666472227,1.2210581733523531,0.5671121998299455,-0.38582121359019794,0.09064549311987391
7,América-MG,1.215554225869415,0.666854778847231,1.0607693042319108,1.4432998640922134,1.138161765050663,1.0550773214697222,0.548699447022184,-0.3825305598603026,0.0830844435809408
8,Internacional,1.5780064506779128,1.2645110008215412,1.095200237397605,1.2641611075447303,1.336603344037759,1.2643360541831359,0.31349544985637157,-0.16896087014712524,0.07226728985462305
9,Juventude,1.3059235701474097,0.9365859228963677,0.8110037290308723,1.285974994630814,1.0584636495891409,1.111280458763591,0.369337647251042,-0.47497126559994185,-0.052816809174450086
10,Santos,1.5227860458192524,1.4499180312425033,1.1337327256653653,1.4709164370599759,1.3282593857423088,1.4604172341512396,0.07286801457674907,-0.33718371139461056,-0.13215784840893074
11,Bragantino,1.0144920497777616,1.0347314198766864,1.0867639393603463,1.3370369637092483,1.050627994569054,1.1858841917929674,-0.020239370098924736,-0.250273024348902,-0.13525619722391347
12,Ceará,1.3098362079402133,1.3622846064722856,1.216148515580508,1.4784537394692698,1.2629923617603607,1.4203691729707777,-0.05244839853207228,-0.26230522388876176,-0.15737681121041702
13,Athletico-PR,1.1770868815523114,1.3016636056800561,0.9328729661479892,1.2132046721262821,1.0549799238501503,1.2574341389031691,-0.12457672412774468,-0.28033170597829293,-0.20245421505301886
14,Avaí,1.3973332814247774,1.0279639493267012,0.785386425231876,1.5810929868977415,1.0913598533283266,1.3045284681122213,0.3693693320980762,-0.7957065616658655,-0.2131686147838947
15,Botafogo,1.1454668869570883,1.21029195368164,1.0929885423182484,1.4739785552679354,1.1192277146376683,1.3421352544747878,-0.0648250667245518,-0.38099001294968704,-0.22290753983711942
16,Corinthians,0.7513502348341758,1.1248855021973103,0.9061936757314113,1.1047511348855676,0.8287719552827936,1.114818318541439,-0.37353526736313447,-0.19855745915415635,-0.2860463632586455
17,Fluminense,1.3980739969105986,1.0510637238465683,0.6549493206982065,1.5781195209353132,1.0265116588044025,1.3145916223909406,0.3470102730640303,-0.9231702002371066,-0.2880799635865381
18,Cuiabá,0.9544207161892642,1.2739877539674576,0.8858663672724919,1.584693971429243,0.9201435417308781,1.4293408626983504,-0.3195670377781934,-0.698827604156751,-0.5091973209674723
19,Goiás,1.1655243560427107,1.8738945337957003,1.0379761442133213,1.7054295495348544,1.101750250128016,1.7896620416652773,-0.7083701777529896,-0.6674534053215331,-0.6879117915372612
