,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,36.0,Fluminense,São Paulo,,,,25.757810905802614,16.64666985654852
1,36.0,Santos,Avaí,62.262547555727714,22.74367974386831,16.79459118636202,41.39478315744241,15.35323151031427
2,36.0,Bragantino,América-MG,,,,29.691041338040016,19.14998260638889
3,36.0,Goiás,Juventude,58.8720738887451,24.889350798426403,18.003008768338734,42.890762001016114,13.718340471203295
4,36.0,Corinthians,Ceará,,,,42.04260906911696,25.17971862861662
5,36.0,Internacional,Athletico-PR,,,,34.3134952849971,16.475539394868125
6,36.0,Fortaleza,Atlético-GO,,,,33.96494527772319,17.10800833931622
7,36.0,Coritiba,Flamengo,,,,19.099993892420645,31.399062070496427
8,36.0,Cuiabá,Palmeiras,24.108349655604076,28.663372348169606,49.20494500843935,23.952283037960182,42.90628423069326
9,36.0,Atlético-MG,Botafogo,,,,34.72760654448432,21.53690538997362
